Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E273,P07,Next Materials,,researchgate.net,,https://www.researchgate.net/profile/Dilawar-Hussain-6/publication/410682641_Natural_filler-reinforced_PLA_composites_for_biomedical_applications_Modification_strategies_fabrication_and_translational_challenges/links/6a606bbbf6cec25ad2da8014/Natural-filler-reinforced-PLA-composites-for-biomedical-applications-Modification-strategies-fabrication-and-translational-challenges.pdf,https://www.researchgate.net/profile/Dilawar-Hussain-6/publication/410682641_Natural_filler-reinforced_PLA_composites_for_biomedical_applications_Modification_strategies_fabrication_and_translational_challenges/links/6a606bbbf6cec25ad2da8014/Natural-filler-reinforced-PLA-composites-for-biomedical-applications-Modification-strategies-fabrication-and-translational-challenges.pdf,"MA Hossain, MU Siddiq, M Adeel, M Jamshaid",Low,No,Not needed,,,,"MA Hossain, MU Siddiq, M Adeel, M Jamshaid",,,,,,,No
E274,P08,Boron nitride nanotubes for heat dissipation in polycaprolactone composites,2021,ACS Applied Nano Materials,,https://pubs.acs.org/aanmf6/article/4/5/4774/492891,https://wileylab.org/wp-content/uploads/2020/07/Publication116.pdf,"T Pietri, BJ Wiley, JP Simonato",Low,No,Not needed,,,,"T Pietri, BJ Wiley, JP Simonato",,,,,,,No
E275,P08,Structure and properties of polymer/two-dimensional nanomaterials studied via molecular dynamics simulation: a review,2023,Molecular Systems Design &Engineering,,https://pubs.rsc.org/me/article-abstract/8/1/11/772290,https://pubs.rsc.org/me/article/8/1/11/772290,"MY Zhou, J Liu, LQ Zhang",Pending,No,Not needed,,,,"MY Zhou, J Liu, LQ Zhang",,,,,,,No
E276,P08,Percolated network of mixed nanoparticles with different sizes in polymer nanocomposites: a coarse-grained molecular dynamics simulation,2021,Materials,,https://www.mdpi.com/1996-1944/14/12/3301,https://www.mdpi.com/1996-1944/14/12/3301,"X Zhao, Y Nie, H Li, H Wu, Y Gao, L Zhang",Exclude,No,Not needed,,,,"X Zhao, Y Nie, H Li, H Wu, Y Gao, L Zhang",,,,,,,No
E277,P08,Conductivity of diblock copolymer system filled with conducting nano‐particles: Effect of copolymer morphology,2022,Journal of Polymer Science,10.1002/pol.20210729,https://onlinelibrary.wiley.com/doi/abs/10.1002/pol.20210729,,AI Chervanyov,Low,No,Not needed,,,10.1002/pol.20210729,AI Chervanyov,,,,,,,No
E278,P08,Morphology-dependent percolation and conductive network formation in polymer nanocomposites with multi-shaped nanofillers,2025,Nanomaterials,,https://www.mdpi.com/2079-4991/16/1/52,https://www.mdpi.com/2079-4991/16/1/52,"C Xu, Y Zhao, H Zhang",High,No,Not needed,,,,"C Xu, Y Zhao, H Zhang",,,,,,,No
E279,P08,Strategic regulation of carbon nanotube dispersion with triblock copolymer phase domains: insights from molecular simulations,2025,Chinese Journal of …,10.1007/s10118-025-3295-9,https://link.springer.com/article/10.1007/s10118-025-3295-9,https://www.cjps.org/rc-pub/front/front-article/download/84324724/lowqualitypdf/Strategic%20Regulation%20of%20Carbon%20Nanotube%20Dispersion%20with%20Triblock%20Copolymer%20Phase%20Domains:%20Insights%20from%20Molecular%20Simulations.pdf,"SL Liu, T Sui, S Xu, XK Xu, G Milano, Y Zhao…",Medium,No,Not needed,,,10.1007/s10118-025-3295-9,"SL Liu, T Sui, S Xu, XK Xu, G Milano, Y Zhao…",,,,,,,No
E280,P08,Manipulating the percolated network of nanorods in polymer matrix by adding non-conductive nanospheres: A molecular dynamics simulation,2022,Composites Science and …,,https://www.sciencedirect.com/science/article/pii/S0266353822004365,https://drive.google.com/file/d/1aRqX5VPcKeoMp9UXusOEVkgCdLq5yUf8/view,"H Wu, R Ma, Y Wang, X Zhao, L Zhang…",Exclude,No,Not needed,,,,"H Wu, R Ma, Y Wang, X Zhao, L Zhang…",,,,,,,No
E281,P08,Correction: Synergistic effect in improving the electrical conductivity in polymer nanocomposites by mixing spherical and rod-shaped fillers,2021,Soft Matter,,https://pubs.rsc.org/sm/article-abstract/17/3/769/924697,https://pubs.rsc.org/sm/article-pdf/17/3/769/10818223/d0sm90256j.pdf,"F Qu, W Sun, B Li, F Li, Y Gao, X Zhao, L Zhang",Exclude,No,Not needed,,,,"F Qu, W Sun, B Li, F Li, Y Gao, X Zhao, L Zhang",,,,,,,No
E282,P08,Molecular dynamics study of local interfacial fusion and carbon black redistribution in CB/PCL/TPU composite material under image-shape laser sintering,2026,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386126009766,,"H Zhang, Y Guo, W Zhao, W Zhao, J Li, H Zhang…",Pending,No,Not needed,,,,"H Zhang, Y Guo, W Zhao, W Zhao, J Li, H Zhang…",,,,,,,No
E283,P08,Molecular Dynamics Simulation of Polymer Nanocomposites: A Review,2025,… in Nano and Micro Scale Science …,,https://chal.usb.ac.ir/article_9846.html,https://chal.usb.ac.ir/article_9846_28c8b0e7aee7503ac7779b8d05356c14.pdf,"M Motamedi, MH Haghighatnejad",Medium,No,Not needed,,,,"M Motamedi, MH Haghighatnejad",,,,,,,No
E284,P09,Molecular simulation guided constitutive modeling of filled rubber: Bridging structural parameters to constitutive equations,2022,Polymer,,https://www.sciencedirect.com/science/article/pii/S003238612200578X,,"B Yuan, F Zeng, J Cui, Y Wang",Low,No,Not needed,,,,"B Yuan, F Zeng, J Cui, Y Wang",,,,,,,No
E285,P09,Exploring glass transition and relaxation dynamics of rigid molecular brushes: Insights from molecular dynamic simulations,2025,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386125001624,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5002315,"Z Zhu, J Hao, Z Zhang, J Yang",High,No,Not needed,,,,"Z Zhu, J Hao, Z Zhang, J Yang",,,,,,,No
E286,P09,Learning glass transition temperatures via dimensionality reduction with data from computer simulations: Polymers as the pilot case,2024,The Journal of Chemical Physics,,https://pubs.aip.org/aip/jcp/article/161/18/184902/3319327,https://pubs.aip.org/aip/jcp/article/161/18/184902/3319327,"A Glova, M Karttunen",Medium,No,Not needed,,,,"A Glova, M Karttunen",,,,,,,No
E287,P09,"Structure of absorbed water in cis-1, 4-polyisoprene rubber and its effect on properties of polymers",2023,Chemical Physics Letters,,https://www.sciencedirect.com/science/article/pii/S0009261423003998,,"K Sato, T Ikeda-Fukazawa",Medium,No,Not needed,,,,"K Sato, T Ikeda-Fukazawa",,,,,,,No
E288,P09,Multiscale modeling of nanofiber-filled cross-linked natural rubber composites guided by molecular dynamics simulations,2025,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386125002022,,"J Cui, F Zeng, D Wei, Y Wang",Medium,No,Not needed,,,,"J Cui, F Zeng, D Wei, Y Wang",,,,,,,No
E289,P09,Dynamics and internal structure evolution during the glass transition of the ethylene–cyclic olefin copolymers: a molecular dynamics simulation,2024,The Journal of Physical …,10.1021/acs.jpcb.4c01286,https://pubs.acs.org/doi/abs/10.1021/acs.jpcb.4c01286,,"F Zhang, W Wang, Y Zhao, X He",High,No,Not needed,,,10.1021/acs.jpcb.4c01286,"F Zhang, W Wang, Y Zhao, X He",,,,,,,No
E290,P09,Classification of interfacial water governed by water–polymer interactions in hydrated polymers: A molecular dynamics simulation study of ethylene-based and …,2026,The Journal of Chemical …,,https://pubs.aip.org/aip/jcp/article/164/20/204903/3392824,https://arxiv.org/pdf/2603.25198,"A Hashimoto, K Shikata, K Kim…",Pending,No,Not needed,,,,"A Hashimoto, K Shikata, K Kim…",,,,,,,No
E291,P09,Investigating glass transition in a PA6T/66 copolymer through molecular dynamics simulations,2025,Soft Matter,,https://pubs.rsc.org/sm/article-abstract/21/27/5553/316945,https://pubs.rsc.org/sm/article/21/27/5553/316945,"L Wei, L Zhu, J Wen, M Zhu",High,No,Not needed,,,,"L Wei, L Zhu, J Wen, M Zhu",,,,,,,No
E292,P09,Performant Polymer Property Predictions: Computational Architectural Design of Linear Viscoelastic Properties of Polymer Networks,2025,,,https://www.research-collection.ethz.ch/bitstreams/cf82af96-e8ce-444b-82d7-629d24ed2422/download,https://www.research-collection.ethz.ch/bitstreams/cf82af96-e8ce-444b-82d7-629d24ed2422/download,T Bernhard,Low,No,Not needed,,,,T Bernhard,,,,,,,No
E293,P10,Effects of 2D filler on rheology of additive manufacturing polymers: Simulation and experiment on polyetherketoneketone-mica composites,2023,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386123000526,https://www.sciencedirect.com/science/article/am/pii/S0032386123000526,"P Gao, SE Muller, J Chun, L Zhong, ZC Kennedy",Low,No,Not needed,,,,"P Gao, SE Muller, J Chun, L Zhong, ZC Kennedy",,,,,,,No
E294,P10,Dynamic statistical mechanics modeling of percolation networks in conductive polymer composites for smart sensor applications,2025,Materials,,https://www.mdpi.com/1996-1944/18/13/3097,https://www.mdpi.com/1996-1944/18/13/3097,"SU Kim, JY Kim",Medium,No,Not needed,,,,"SU Kim, JY Kim",,,,,,,No
E295,P10,One-pot strategy for the preparation of nanoparticles grafted with bimodal polymers: An in-silico insight,2024,Composites Science and Technology,,https://www.sciencedirect.com/science/article/pii/S0266353824001532,http://www.onsager.cn/zhouj2/files/MaoJinyuan2024a.pdf,"J Mao, J Zhou, H Liu",Low,No,Not needed,,,,"J Mao, J Zhou, H Liu",,,,,,,No
E296,P10,Strategic regulation of carbon nanotube dispersion with triblock copolymer phase domains: insights from molecular simulations,2025,Chinese Journal of …,10.1007/s10118-025-3295-9,https://link.springer.com/article/10.1007/s10118-025-3295-9,https://www.cjps.org/rc-pub/front/front-article/download/84324724/lowqualitypdf/Strategic%20Regulation%20of%20Carbon%20Nanotube%20Dispersion%20with%20Triblock%20Copolymer%20Phase%20Domains:%20Insights%20from%20Molecular%20Simulations.pdf,"SL Liu, T Sui, S Xu, XK Xu, G Milano, Y Zhao…",Medium,No,Not needed,,,10.1007/s10118-025-3295-9,"SL Liu, T Sui, S Xu, XK Xu, G Milano, Y Zhao…",,,,,,,No
E297,P11,Mica ionogels-enhanced electrospun Nafion composite membranes: Synergistic proton conduction and mechanical reinforcement for PEMFCs,2025,Journal of Membrane …,,https://www.sciencedirect.com/science/article/pii/S0376738825005733,,"D Cai, Y Zhou, B Wang, Y Ke, B Xiao, L Hu…",Low,No,Not needed,,,,"D Cai, Y Zhou, B Wang, Y Ke, B Xiao, L Hu…",,,,,,,No
E298,P11,From bonds to breaks: multiscale perspectives on polymer network fracture,2025,International Journal of Smart …,10.1080/19475411.2025.2582826,https://www.tandfonline.com/doi/abs/10.1080/19475411.2025.2582826,https://www.tandfonline.com/doi/pdf/10.1080/19475411.2025.2582826,"Z Tang, W Xian, J He, R Long, Y Li",Medium,No,Not needed,,,10.1080/19475411.2025.2582826,"Z Tang, W Xian, J He, R Long, Y Li",,,,,,,No
E299,P11,Molecular Mechanisms of Strength and Toughness in Slide-Ring Polymer Networks: Insights from Coarse-Grained Molecular Dynamics Simulations,2026,Macromolecules,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13085803/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13085803/,"Z Tang, W Xian, Y Li",High,No,Not needed,,,,"Z Tang, W Xian, Y Li",,,,,,,No
